"","district","sc","parish","village","messenger","recipient","IVR","sms","head_name","tel_contact"
"2832","BUGIRI","NABUKALU","NKAIZA","BUKAZITO","female","male","yes","no",NA,NA
"2833","NAMUTUMBA","KIBAALE","NABWEYO","BUSINI B","female","male","yes","yes",NA,NA
"2834","NAMAYINGO","BUSWALE","NANSUMA","SIJAGAJO B","female","male","yes","yes",NA,NA
"2835","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BUSUI","female","male","yes","yes",NA,NA
"2836","BUGIRI","BUWUNGA","BUBUGO","BUBUNIRA","female","male","no","no",NA,NA
"2837","NAMUTUMBA","KIBAALE","NABISOIGI","BUKWALI","female","male","no","no",NA,NA
"2838","BUGIRI","IWEMBA","IWEMBA","BUSIMBA","female","male","no","no",NA,NA
"2839","MAYUGE","KITYERERA","BUBINGE","BUSIMO","female","male","yes","yes",NA,NA
"2840","NAMUTUMBA","NSINZE","BUWONGO","KAPASULI","female","male","yes","yes",NA,NA
"2841","BUGIRI","NABUKALU","NKAIZA","BULALO","female","male","yes","no",NA,NA
"2842","NAMUTUMBA","NAMUTUMBA","NAKYEERE","BULYABWITA A","female","male","no","no",NA,NA
"2843","NAMUTUMBA","NAMUTUMBA","ITUBA","ITUBA B","female","male","no","no",NA,NA
"2844","BUGIRI","BUDHAYA","BUKATU","NAMATU","female","male","yes","yes",NA,NA
"2845","IGANGA","BUYANGA","BUWOOYA","BUBBALA","female","male","no","no",NA,NA
"2846","IGANGA","BULAMAGI","IWAWU","NKAZIWERU","female","male","yes","no",NA,NA
"2847","IGANGA","NAKIGO","BUSOWOOBI","KIWERERE","female","male","yes","no",NA,NA
"2848","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO B","female","male","yes","no",NA,NA
"2849","MAYUGE","BUKATUBE","BUYEMBA","NAMBULUKUSA","female","male","yes","no",NA,NA
"2850","MAYUGE","KITYERERA","NDAIGA","NDAIGA B","female","male","yes","no",NA,NA
"2851","NAMAYINGO","MUTUMBA","LUBIRA","NATIHALU","female","male","yes","yes",NA,NA
"2852","IGANGA","MAKUUTU","MAKUUTU","NAKADHULI","female","male","yes","no",NA,NA
"2853","IGANGA","MAKUUTU","KASOZI","BUKOSE NONDWE","female","male","yes","yes",NA,NA
"2854","MAYUGE","WAIRASA","BUSUYI","BUGABWE","female","male","yes","no",NA,NA
"2855","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BWEZA","female","male","no","no",NA,NA
"2856","NAMAYINGO","BANDA","LUGALA","BUYONDO WEST","female","male","yes","no",NA,NA
"2857","MAYUGE","BUKATUBE","BUYEMBA","BUBALAGALA","female","male","yes","yes",NA,NA
"2858","NAMAYINGO","BANDA","BUJWANGA","BUSIRO","female","male","yes","no",NA,NA
"2859","NAMAYINGO","BUYINJA","LWANGOSIA","BUBWOYI","female","male","no","no",NA,NA
"2860","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA CENTRAL","female","male","no","no",NA,NA
"2861","MAYUGE","KITYERERA","BUBINGE","IGUNDA","female","male","yes","no",NA,NA
"2862","BUGIRI","NABUKALU","NKAIZA","BULANGA","female","male","no","no",NA,NA
"2863","NAMAYINGO","BANDA","BUJWANGA","NAKUDI","female","male","yes","no",NA,NA
"2864","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BUYEGO","female","male","no","no",NA,NA
"2865","MAYUGE","IMANYIRO","MAGADA","BULYAMPINDI","female","male","no","no",NA,NA
"2866","IGANGA","IBULANKU","NSAALE","BUYEBE","female","male","no","no",NA,NA
"2867","NAMAYINGO","BUYINJA","LWANGOSIA","NAMUTABA WEST","female","male","yes","no",NA,NA
"2868","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAMPIITI","female","male","yes","no",NA,NA
"2869","NAMAYINGO","BANDA","LUTOLO","MAGOOLI","female","male","yes","no",NA,NA
"2870","MAYUGE","BAITAMBOGWE","IGEYERO","WAGONA","female","male","yes","no",NA,NA
"2871","MAYUGE","BUKATUBE","BUYEMBA","LUUBU A","female","male","yes","no",NA,NA
"2872","NAMUTUMBA","NSINZE","BUWONGO","KATENGEREIRE","female","male","yes","yes",NA,NA
"2873","MAYUGE","BUKATUBE","LWANIKA","NDHOKERO A","female","male","no","no",NA,NA
"2874","MAYUGE","BUKATUBE","LWANIKA","BUKATUBE 'A'","female","male","no","no",NA,NA
"2875","NAMUTUMBA","MAGADA","KIWANYI","KALITUMBA","female","male","no","no",NA,NA
"2876","IGANGA","IBULANKU","NSAALE","BUWAABE","female","male","no","no",NA,NA
"2877","NAMAYINGO","BANDA","BUJWANGA","SEKA","female","male","no","no",NA,NA
"2878","IGANGA","NAWANDALA","KIWANYI","BUSAALA","female","male","yes","no",NA,NA
"2879","IGANGA","NAWANDALA","KIWANYI","KIWANYI II","female","male","yes","yes",NA,NA
"2880","NAMUTUMBA","MAGADA","KIWANYI","BUBINGA","female","male","yes","no",NA,NA
"2881","NAMUTUMBA","KIBAALE","NABWEYO","NABWEYO B","female","male","no","no",NA,NA
"2882","NAMUTUMBA","KIBAALE","NAWANGISA","KIRANGA B","female","male","no","no",NA,NA
"2883","NAMUTUMBA","NSINZE","BUWONGO","NAIGOMBWA","female","male","no","no",NA,NA
"2884","NAMAYINGO","BUSWALE","NANSUMA","MAAKALO","female","male","yes","yes",NA,NA
"2885","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA I","female","male","no","no",NA,NA
"2886","MAYUGE","BUSAKIRA","MAUMU","MAUMU A","female","male","yes","yes",NA,NA
"2887","BUGIRI","KAPYANGA","NAMUKONGE","BUWOFU","female","male","yes","no",NA,NA
"2888","NAMUTUMBA","KIBAALE","NAWANGISA","BULERE","female","male","no","no",NA,NA
"2889","NAMUTUMBA","MAGADA","KIWANYI","NABIKABALA","female","male","yes","no",NA,NA
"2890","MAYUGE","BUSAKIRA","MAUMU","BUYANIRWA","female","male","yes","yes",NA,NA
"2891","BUGIRI","KAPYANGA","NAMUKONGE","IGOGO","female","male","yes","no",NA,NA
"2892","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO A","female","male","yes","no",NA,NA
"2893","IGANGA","NAKIGO","WAIRAMA","WAIRAMA","female","male","yes","yes",NA,NA
"2894","IGANGA","NAKIGO","WAIRAMA","NAKISENYI","female","male","no","no",NA,NA
"2895","MAYUGE","BUKATUBE","BUYEMBA","LUUBU B","female","male","no","no",NA,NA
"2896","NAMAYINGO","MUTUMBA","LUBIRA","MAWA","female","male","yes","no",NA,NA
"2897","NAMUTUMBA","MAGADA","KAGULU","KAGULU","female","male","no","no",NA,NA
"2898","NAMAYINGO","BUSWALE","NANSUMA","BUMOLI B","female","male","yes","yes",NA,NA
"2899","BUGIRI","KAPYANGA","BUGUBO","MUYEMU","female","male","yes","yes",NA,NA
"2900","IGANGA","BULAMAGI","IWAWU","MASABA","female","male","yes","no",NA,NA
"2901","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","SESE","female","male","no","no",NA,NA
"2902","NAMUTUMBA","KIBAALE","NABISOIGI","NABISOIGI III","female","male","yes","yes",NA,NA
"2903","NAMAYINGO","MUTUMBA","LUBIRA","LUBIRA","female","male","no","no",NA,NA
"2904","NAMUTUMBA","MAGADA","KIWANYI","KAKOOLA","female","male","yes","no",NA,NA
"2905","IGANGA","MAKUUTU","MAKUUTU","MAKUUTU","female","male","yes","no",NA,NA
"2906","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAIKONA 'A'","female","male","no","no",NA,NA
"2907","NAMUTUMBA","KIBAALE","NAWANGISA","KAKUNYU","female","male","no","no",NA,NA
"2908","NAMAYINGO","BANDA","LUTOLO","BAALE","female","male","no","no",NA,NA
"2909","MAYUGE","BUKATUBE","LWANIKA","NDHOKERO B","female","male","yes","yes",NA,NA
"2910","MAYUGE","BUKATUBE","BUYEMBA","BUKASERO B","female","male","yes","yes",NA,NA
"2911","NAMAYINGO","BANDA","BUJWANGA","NABWEYO","female","female","no","no",NA,NA
"2912","BUGIRI","KAPYANGA","BUGUBO","BUBETA","female","female","yes","yes",NA,NA
"2913","NAMAYINGO","BANDA","LUGALA","MAYANJA","female","female","no","no",NA,NA
"2914","NAMAYINGO","BANDA","LUTOLO","BUCHUNIA B","female","female","yes","yes",NA,NA
"2915","NAMUTUMBA","MAGADA","KAGULU","IRWANIRO","female","female","no","no",NA,NA
"2916","BUGIRI","BULESA","BULUWE","NANGALAMA","female","female","yes","yes",NA,NA
"2917","BUGIRI","NABUKALU","NKAIZA","BUKAZITO","female","female","no","no",NA,NA
"2918","NAMUTUMBA","KIBAALE","NABWEYO","BUSINI B","female","female","yes","yes",NA,NA
"2919","NAMAYINGO","BUSWALE","NANSUMA","SIJAGAJO B","female","female","yes","no",NA,NA
"2920","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BUSUI","female","female","no","no",NA,NA
"2921","BUGIRI","BUWUNGA","BUBUGO","BUBUNIRA","female","female","yes","no",NA,NA
"2922","NAMUTUMBA","KIBAALE","NABISOIGI","BUKWALI","female","female","yes","no",NA,NA
"2923","BUGIRI","IWEMBA","IWEMBA","BUSIMBA","female","female","yes","no",NA,NA
"2924","MAYUGE","KITYERERA","BUBINGE","BUSIMO","female","female","yes","yes",NA,NA
"2925","NAMUTUMBA","NSINZE","BUWONGO","KAPASULI","female","female","yes","no",NA,NA
"2926","BUGIRI","NABUKALU","NKAIZA","BULALO","female","female","no","no",NA,NA
"2927","NAMUTUMBA","NAMUTUMBA","NAKYEERE","BULYABWITA A","female","female","no","no",NA,NA
"2928","NAMUTUMBA","NAMUTUMBA","ITUBA","ITUBA B","female","female","yes","yes",NA,NA
"2929","BUGIRI","BUDHAYA","BUKATU","NAMATU","female","female","yes","no",NA,NA
"2930","IGANGA","BUYANGA","BUWOOYA","BUBBALA","female","female","no","no",NA,NA
"2931","IGANGA","BULAMAGI","IWAWU","NKAZIWERU","female","female","yes","no",NA,NA
"2932","IGANGA","NAKIGO","BUSOWOOBI","KIWERERE","female","female","yes","no",NA,NA
"2933","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO B","female","female","yes","yes",NA,NA
"2934","MAYUGE","BUKATUBE","BUYEMBA","NAMBULUKUSA","female","female","yes","yes",NA,NA
"2935","MAYUGE","KITYERERA","NDAIGA","NDAIGA B","female","female","yes","yes",NA,NA
"2936","NAMAYINGO","MUTUMBA","LUBIRA","NATIHALU","female","female","no","no",NA,NA
"2937","IGANGA","MAKUUTU","MAKUUTU","NAKADHULI","female","female","yes","no",NA,NA
"2938","IGANGA","MAKUUTU","KASOZI","BUKOSE NONDWE","female","female","yes","no",NA,NA
"2939","MAYUGE","WAIRASA","BUSUYI","BUGABWE","female","female","yes","yes",NA,NA
"2940","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BWEZA","female","female","yes","no",NA,NA
"2941","NAMAYINGO","BANDA","LUGALA","BUYONDO WEST","female","female","yes","no",NA,NA
"2942","MAYUGE","BUKATUBE","BUYEMBA","BUBALAGALA","female","female","yes","yes",NA,NA
"2943","NAMAYINGO","BANDA","BUJWANGA","BUSIRO","female","female","no","no",NA,NA
"2944","NAMAYINGO","BUYINJA","LWANGOSIA","BUBWOYI","female","female","no","no",NA,NA
"2945","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA CENTRAL","female","female","yes","yes",NA,NA
"2946","MAYUGE","KITYERERA","BUBINGE","IGUNDA","female","female","yes","no",NA,NA
"2947","BUGIRI","NABUKALU","NKAIZA","BULANGA","female","female","yes","no",NA,NA
"2948","NAMAYINGO","BANDA","BUJWANGA","NAKUDI","female","female","yes","no",NA,NA
"2949","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BUYEGO","female","female","no","no",NA,NA
"2950","MAYUGE","IMANYIRO","MAGADA","BULYAMPINDI","female","female","yes","no",NA,NA
"2951","IGANGA","IBULANKU","NSAALE","BUYEBE","female","female","yes","no",NA,NA
"2952","NAMAYINGO","BUYINJA","LWANGOSIA","NAMUTABA WEST","female","female","yes","no",NA,NA
"2953","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAMPIITI","female","female","no","no",NA,NA
"2954","NAMAYINGO","BANDA","LUTOLO","MAGOOLI","female","female","yes","no",NA,NA
"2955","MAYUGE","BAITAMBOGWE","IGEYERO","WAGONA","female","female","yes","no",NA,NA
"2956","MAYUGE","BUKATUBE","BUYEMBA","LUUBU A","female","female","yes","no",NA,NA
"2957","NAMUTUMBA","NSINZE","BUWONGO","KATENGEREIRE","female","female","yes","yes",NA,NA
"2958","MAYUGE","BUKATUBE","LWANIKA","NDHOKERO A","female","female","yes","yes",NA,NA
"2959","MAYUGE","BUKATUBE","LWANIKA","BUKATUBE 'A'","female","female","yes","no",NA,NA
"2960","NAMUTUMBA","MAGADA","KIWANYI","KALITUMBA","female","female","yes","no",NA,NA
"2961","IGANGA","IBULANKU","NSAALE","BUWAABE","female","female","no","no",NA,NA
"2962","NAMAYINGO","BANDA","BUJWANGA","SEKA","female","female","yes","yes",NA,NA
"2963","IGANGA","NAWANDALA","KIWANYI","BUSAALA","female","female","no","no",NA,NA
"2964","IGANGA","NAWANDALA","KIWANYI","KIWANYI II","female","female","yes","no",NA,NA
"2965","NAMUTUMBA","MAGADA","KIWANYI","BUBINGA","female","female","yes","yes",NA,NA
"2966","NAMUTUMBA","KIBAALE","NABWEYO","NABWEYO B","female","female","no","no",NA,NA
"2967","NAMUTUMBA","KIBAALE","NAWANGISA","KIRANGA B","female","female","yes","yes",NA,NA
"2968","NAMUTUMBA","NSINZE","BUWONGO","NAIGOMBWA","female","female","yes","no",NA,NA
"2969","NAMAYINGO","BUSWALE","NANSUMA","MAAKALO","female","female","yes","no",NA,NA
"2970","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA I","female","female","yes","yes",NA,NA
"2971","MAYUGE","BUSAKIRA","MAUMU","MAUMU A","female","female","no","no",NA,NA
"2972","BUGIRI","KAPYANGA","NAMUKONGE","BUWOFU","female","female","yes","no",NA,NA
"2973","NAMUTUMBA","KIBAALE","NAWANGISA","BULERE","female","female","yes","yes",NA,NA
"2974","NAMUTUMBA","MAGADA","KIWANYI","NABIKABALA","female","female","yes","yes",NA,NA
"2975","MAYUGE","BUSAKIRA","MAUMU","BUYANIRWA","female","female","yes","yes",NA,NA
"2976","BUGIRI","KAPYANGA","NAMUKONGE","IGOGO","female","female","yes","no",NA,NA
"2977","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO A","female","female","yes","no",NA,NA
"2978","IGANGA","NAKIGO","WAIRAMA","WAIRAMA","female","female","yes","yes",NA,NA
"2979","IGANGA","NAKIGO","WAIRAMA","NAKISENYI","female","female","yes","no",NA,NA
"2980","MAYUGE","BUKATUBE","BUYEMBA","LUUBU B","female","female","yes","yes",NA,NA
"2981","NAMAYINGO","MUTUMBA","LUBIRA","MAWA","female","female","yes","no",NA,NA
"2982","NAMUTUMBA","MAGADA","KAGULU","KAGULU","female","female","no","no",NA,NA
"2983","NAMAYINGO","BUSWALE","NANSUMA","BUMOLI B","female","female","no","no",NA,NA
"2984","BUGIRI","KAPYANGA","BUGUBO","MUYEMU","female","female","yes","no",NA,NA
"2985","IGANGA","BULAMAGI","IWAWU","MASABA","female","female","yes","yes",NA,NA
"2986","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","SESE","female","female","yes","yes",NA,NA
"2987","NAMUTUMBA","KIBAALE","NABISOIGI","NABISOIGI III","female","female","yes","yes",NA,NA
"2988","NAMAYINGO","MUTUMBA","LUBIRA","LUBIRA","female","female","no","no",NA,NA
"2989","NAMUTUMBA","MAGADA","KIWANYI","KAKOOLA","female","female","yes","no",NA,NA
"2990","IGANGA","MAKUUTU","MAKUUTU","MAKUUTU","female","female","yes","no",NA,NA
"2991","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAIKONA 'A'","female","female","no","no",NA,NA
"2992","NAMUTUMBA","KIBAALE","NAWANGISA","KAKUNYU","female","female","no","no",NA,NA
"2993","NAMAYINGO","BANDA","LUTOLO","BAALE","female","female","yes","no",NA,NA
"2994","MAYUGE","BUKATUBE","LWANIKA","NDHOKERO B","female","female","yes","no",NA,NA
"2995","MAYUGE","BUKATUBE","BUYEMBA","BUKASERO B","female","female","no","no",NA,NA
"2996","NAMAYINGO","BANDA","BUJWANGA","NABWEYO","female","couple","yes","yes",NA,NA
"2997","BUGIRI","KAPYANGA","BUGUBO","BUBETA","female","couple","no","no",NA,NA
"2998","NAMAYINGO","BANDA","LUGALA","MAYANJA","female","couple","no","no",NA,NA
"2999","NAMAYINGO","BANDA","LUTOLO","BUCHUNIA B","female","couple","no","no",NA,NA
"3000","NAMUTUMBA","MAGADA","KAGULU","IRWANIRO","female","couple","yes","yes",NA,NA
"3001","BUGIRI","BULESA","BULUWE","NANGALAMA","female","couple","no","no",NA,NA
"3002","BUGIRI","NABUKALU","NKAIZA","BUKAZITO","female","couple","no","no",NA,NA
"3003","NAMUTUMBA","KIBAALE","NABWEYO","BUSINI B","female","couple","yes","no",NA,NA
"3004","NAMAYINGO","BUSWALE","NANSUMA","SIJAGAJO B","female","couple","yes","yes",NA,NA
"3005","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BUSUI","female","couple","no","no",NA,NA
"3006","BUGIRI","BUWUNGA","BUBUGO","BUBUNIRA","female","couple","yes","yes",NA,NA
"3007","NAMUTUMBA","KIBAALE","NABISOIGI","BUKWALI","female","couple","no","no",NA,NA
"3008","BUGIRI","IWEMBA","IWEMBA","BUSIMBA","female","couple","yes","yes",NA,NA
"3009","MAYUGE","KITYERERA","BUBINGE","BUSIMO","female","couple","no","no",NA,NA
"3010","NAMUTUMBA","NSINZE","BUWONGO","KAPASULI","female","couple","yes","yes",NA,NA
"3011","BUGIRI","NABUKALU","NKAIZA","BULALO","female","couple","yes","yes",NA,NA
"3012","NAMUTUMBA","NAMUTUMBA","NAKYEERE","BULYABWITA A","female","couple","yes","yes",NA,NA
"3013","NAMUTUMBA","NAMUTUMBA","ITUBA","ITUBA B","female","couple","no","no",NA,NA
"3014","BUGIRI","BUDHAYA","BUKATU","NAMATU","female","couple","yes","yes",NA,NA
"3015","IGANGA","BUYANGA","BUWOOYA","BUBBALA","female","couple","yes","no",NA,NA
"3016","IGANGA","BULAMAGI","IWAWU","NKAZIWERU","female","couple","yes","yes",NA,NA
"3017","IGANGA","NAKIGO","BUSOWOOBI","KIWERERE","female","couple","yes","yes",NA,NA
"3018","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO B","female","couple","yes","yes",NA,NA
"3019","MAYUGE","BUKATUBE","BUYEMBA","NAMBULUKUSA","female","couple","yes","no",NA,NA
"3020","MAYUGE","KITYERERA","NDAIGA","NDAIGA B","female","couple","yes","no",NA,NA
"3021","NAMAYINGO","MUTUMBA","LUBIRA","NATIHALU","female","couple","no","no",NA,NA
"3022","IGANGA","MAKUUTU","MAKUUTU","NAKADHULI","female","couple","no","no",NA,NA
"3023","IGANGA","MAKUUTU","KASOZI","BUKOSE NONDWE","female","couple","yes","yes",NA,NA
"3024","MAYUGE","WAIRASA","BUSUYI","BUGABWE","female","couple","yes","no",NA,NA
"3025","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BWEZA","female","couple","yes","no",NA,NA
"3026","NAMAYINGO","BANDA","LUGALA","BUYONDO WEST","female","couple","no","no",NA,NA
"3027","MAYUGE","BUKATUBE","BUYEMBA","BUBALAGALA","female","couple","yes","no",NA,NA
"3028","NAMAYINGO","BANDA","BUJWANGA","BUSIRO","female","couple","yes","yes",NA,NA
"3029","NAMAYINGO","BUYINJA","LWANGOSIA","BUBWOYI","female","couple","yes","no",NA,NA
"3030","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA CENTRAL","female","couple","yes","no",NA,NA
"3031","MAYUGE","KITYERERA","BUBINGE","IGUNDA","female","couple","yes","yes",NA,NA
"3032","BUGIRI","NABUKALU","NKAIZA","BULANGA","female","couple","yes","no",NA,NA
"3033","NAMAYINGO","BANDA","BUJWANGA","NAKUDI","female","couple","no","no",NA,NA
"3034","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BUYEGO","female","couple","yes","no",NA,NA
"3035","MAYUGE","IMANYIRO","MAGADA","BULYAMPINDI","female","couple","yes","yes",NA,NA
"3036","IGANGA","IBULANKU","NSAALE","BUYEBE","female","couple","yes","no",NA,NA
"3037","NAMAYINGO","BUYINJA","LWANGOSIA","NAMUTABA WEST","female","couple","yes","no",NA,NA
"3038","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAMPIITI","female","couple","no","no",NA,NA
"3039","NAMAYINGO","BANDA","LUTOLO","MAGOOLI","female","couple","no","no",NA,NA
"3040","MAYUGE","BAITAMBOGWE","IGEYERO","WAGONA","female","couple","yes","no",NA,NA
"3041","MAYUGE","BUKATUBE","BUYEMBA","LUUBU A","female","couple","yes","no",NA,NA
"3042","NAMUTUMBA","NSINZE","BUWONGO","KATENGEREIRE","female","couple","no","no",NA,NA
"3043","MAYUGE","BUKATUBE","LWANIKA","NDHOKERO A","female","couple","yes","yes",NA,NA
"3044","MAYUGE","BUKATUBE","LWANIKA","BUKATUBE 'A'","female","couple","yes","yes",NA,NA
"3045","NAMUTUMBA","MAGADA","KIWANYI","KALITUMBA","female","couple","no","no",NA,NA
"3046","IGANGA","IBULANKU","NSAALE","BUWAABE","female","couple","yes","yes",NA,NA
"3047","NAMAYINGO","BANDA","BUJWANGA","SEKA","female","couple","yes","yes",NA,NA
"3048","IGANGA","NAWANDALA","KIWANYI","BUSAALA","female","couple","no","no",NA,NA
"3049","IGANGA","NAWANDALA","KIWANYI","KIWANYI II","female","couple","yes","no",NA,NA
"3050","NAMUTUMBA","MAGADA","KIWANYI","BUBINGA","female","couple","yes","no",NA,NA
"3051","NAMUTUMBA","KIBAALE","NABWEYO","NABWEYO B","female","couple","yes","yes",NA,NA
"3052","NAMUTUMBA","KIBAALE","NAWANGISA","KIRANGA B","female","couple","yes","yes",NA,NA
"3053","NAMUTUMBA","NSINZE","BUWONGO","NAIGOMBWA","female","couple","yes","no",NA,NA
"3054","NAMAYINGO","BUSWALE","NANSUMA","MAAKALO","female","couple","yes","no",NA,NA
"3055","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA I","female","couple","no","no",NA,NA
"3056","MAYUGE","BUSAKIRA","MAUMU","MAUMU A","female","couple","no","no",NA,NA
"3057","BUGIRI","KAPYANGA","NAMUKONGE","BUWOFU","female","couple","yes","yes",NA,NA
"3058","NAMUTUMBA","KIBAALE","NAWANGISA","BULERE","female","couple","no","no",NA,NA
"3059","NAMUTUMBA","MAGADA","KIWANYI","NABIKABALA","female","couple","yes","no",NA,NA
"3060","MAYUGE","BUSAKIRA","MAUMU","BUYANIRWA","female","couple","yes","yes",NA,NA
"3061","BUGIRI","KAPYANGA","NAMUKONGE","IGOGO","female","couple","no","no",NA,NA
"3062","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO A","female","couple","yes","no",NA,NA
"3063","IGANGA","NAKIGO","WAIRAMA","WAIRAMA","female","couple","yes","no",NA,NA
"3064","IGANGA","NAKIGO","WAIRAMA","NAKISENYI","female","couple","yes","no",NA,NA
"3065","MAYUGE","BUKATUBE","BUYEMBA","LUUBU B","female","couple","yes","yes",NA,NA
"3066","NAMAYINGO","MUTUMBA","LUBIRA","MAWA","female","couple","yes","no",NA,NA
"3067","NAMUTUMBA","MAGADA","KAGULU","KAGULU","female","couple","no","no",NA,NA
"3068","NAMAYINGO","BUSWALE","NANSUMA","BUMOLI B","female","couple","yes","no",NA,NA
"3069","BUGIRI","KAPYANGA","BUGUBO","MUYEMU","female","couple","yes","no",NA,NA
"3070","IGANGA","BULAMAGI","IWAWU","MASABA","female","couple","yes","no",NA,NA
"3071","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","SESE","female","couple","yes","no",NA,NA
"3072","NAMUTUMBA","KIBAALE","NABISOIGI","NABISOIGI III","female","couple","yes","no",NA,NA
"3073","NAMAYINGO","MUTUMBA","LUBIRA","LUBIRA","female","couple","yes","yes",NA,NA
"3074","NAMUTUMBA","MAGADA","KIWANYI","KAKOOLA","female","couple","no","no",NA,NA
"3075","IGANGA","MAKUUTU","MAKUUTU","MAKUUTU","female","couple","no","no",NA,NA
"3076","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAIKONA 'A'","female","couple","yes","yes",NA,NA
"3077","NAMUTUMBA","KIBAALE","NAWANGISA","KAKUNYU","female","couple","no","no",NA,NA
"3078","NAMAYINGO","BANDA","LUTOLO","BAALE","female","couple","yes","no",NA,NA
"3079","MAYUGE","BUKATUBE","LWANIKA","NDHOKERO B","female","couple","no","no",NA,NA
"3080","MAYUGE","BUKATUBE","BUYEMBA","BUKASERO B","female","couple","no","no",NA,NA
"3081","NAMAYINGO","BANDA","BUJWANGA","NABWEYO","couple","male","yes","no",NA,NA
"3082","BUGIRI","KAPYANGA","BUGUBO","BUBETA","couple","male","yes","no",NA,NA
"3083","NAMAYINGO","BANDA","LUGALA","MAYANJA","couple","male","yes","yes",NA,NA
"3084","NAMAYINGO","BANDA","LUTOLO","BUCHUNIA B","couple","male","yes","no",NA,NA
"3085","NAMUTUMBA","MAGADA","KAGULU","IRWANIRO","couple","male","yes","yes",NA,NA
"3086","BUGIRI","BULESA","BULUWE","NANGALAMA","couple","male","yes","yes",NA,NA
"3087","BUGIRI","NABUKALU","NKAIZA","BUKAZITO","couple","male","yes","yes",NA,NA
"3088","NAMUTUMBA","KIBAALE","NABWEYO","BUSINI B","couple","male","no","no",NA,NA
"3089","NAMAYINGO","BUSWALE","NANSUMA","SIJAGAJO B","couple","male","yes","yes",NA,NA
"3090","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BUSUI","couple","male","no","no",NA,NA
"3091","BUGIRI","BUWUNGA","BUBUGO","BUBUNIRA","couple","male","no","no",NA,NA
"3092","NAMUTUMBA","KIBAALE","NABISOIGI","BUKWALI","couple","male","yes","no",NA,NA
"3093","BUGIRI","IWEMBA","IWEMBA","BUSIMBA","couple","male","yes","no",NA,NA
"3094","MAYUGE","KITYERERA","BUBINGE","BUSIMO","couple","male","no","no",NA,NA
"3095","NAMUTUMBA","NSINZE","BUWONGO","KAPASULI","couple","male","no","no",NA,NA
"3096","BUGIRI","NABUKALU","NKAIZA","BULALO","couple","male","no","no",NA,NA
"3097","NAMUTUMBA","NAMUTUMBA","NAKYEERE","BULYABWITA A","couple","male","yes","no",NA,NA
"3098","NAMUTUMBA","NAMUTUMBA","ITUBA","ITUBA B","couple","male","yes","yes",NA,NA
"3099","BUGIRI","BUDHAYA","BUKATU","NAMATU","couple","male","yes","yes",NA,NA
"3100","IGANGA","BUYANGA","BUWOOYA","BUBBALA","couple","male","no","no",NA,NA
"3101","IGANGA","BULAMAGI","IWAWU","NKAZIWERU","couple","male","yes","yes",NA,NA
"3102","IGANGA","NAKIGO","BUSOWOOBI","KIWERERE","couple","male","no","no",NA,NA
"3103","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO B","couple","male","no","no",NA,NA
"3104","MAYUGE","BUKATUBE","BUYEMBA","NAMBULUKUSA","couple","male","no","no",NA,NA
"3105","MAYUGE","KITYERERA","NDAIGA","NDAIGA B","couple","male","yes","no",NA,NA
"3106","NAMAYINGO","MUTUMBA","LUBIRA","NATIHALU","couple","male","yes","no",NA,NA
"3107","IGANGA","MAKUUTU","MAKUUTU","NAKADHULI","couple","male","no","no",NA,NA
"3108","IGANGA","MAKUUTU","KASOZI","BUKOSE NONDWE","couple","male","no","no",NA,NA
"3109","MAYUGE","WAIRASA","BUSUYI","BUGABWE","couple","male","no","no",NA,NA
