"","hhid","femalehead","enumerator","date","hh_type","grow_maize","hh_yes","recipient","consent","maizeeduc","maizeage","maizehh_no","maizedist_shop","maizearea_cultivation","maizebags_harv","maizepralready_plant","maizeprinfo_receiv","maizeprinfo_receiv_spouse","maizeprinput_use","maizeprwall","maizeprrooms","maizeprearn","maizevideo_shown","maizeoptimal_spacing","maizeq22","maizeq23","maizemobile","maizemobile_access","maizeq26","maizeq27","maizeivr","maizeinside_outside","maizedisturbed","maizeeduc_spouse","maizeage_spouse","vilID","subID","distID"
"2729","HH2341",0,1,"2017-08-23","Yes","Yes","No","male","Yes",2,35,11,20,1,9,"Yes","No","No","Yes",4,1,"No","ctrl","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,25,9,3,4
"2730","HH28",0,12,"2017-08-23","Yes","Yes","No","male","Yes",3,67,10,5,4,4,"Yes","No","No","No",4,1,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",3,45,9,3,4
"2731","HH285",0,12,"2017-08-23","Yes","Yes","No","female","Yes",1,23,5,3,1,2,"Yes","No","No","No",1,1,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","No",2,999,9,3,4
"2732","HH542",0,1,"2017-08-23","Yes","Yes","No","couple","Yes",2,26,4,20,1,7,"Yes","Yes","Yes","Yes",3,1,"Yes","male","b","c","b","No","No",NA,NA,"yes","Outside","No",2,22,9,3,4
"2733","HH799",0,1,"2017-08-23","Yes","Yes","Yes","male","Yes",1,63,10,1,1,0.5,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,59,9,3,4
"2734","FH111",1,16,"2017-08-22","Yes","Yes","No",NA,"Yes",2,52,3,10,0.25,1,"Yes","No","No","No",3,1,"Yes","female","a","b","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,1,4,4
"2735","HH1121",0,5,"2017-08-22","Yes","Yes","Yes","female","Yes",2,42,8,25,0.5,3,"Yes","98","No","No",3,4,"No","female","d","c","b","No","No",NA,NA,"yes","Outside","No",2,48,1,4,4
"2736","HH1378",0,4,"2017-08-22","Yes","Yes","No","couple","Yes",3,61,8,2,1,0,"Yes","No","No","No",3,3,"No","female","a","c","a","Yes",NA,NA,"1","yes","Outside","No",1,59,1,4,4
"2737","HH1635",0,5,"2017-08-22","Yes","Yes","Yes","male","Yes",1,65,8,24,1.5,3,"Yes","No","Yes","No",3,3,"No","couple","b","c","b","No","No",NA,NA,"no","Outside","No",1,50,1,4,4
"2738","HH1892",0,4,"2017-08-22","Yes","Yes","No","female","Yes",2,28,12,10,1.5,1.5,"Yes","No","No","No",3,3,"No","couple","a","c","a","Yes",NA,NA,"1","yes","Outside","No",3,45,1,4,4
"2739","HH2149",0,4,"2017-08-22","Yes","Yes","No","couple","Yes",3,65,8,3,2,4,"Yes","No","No","Yes",1,2,"No","couple","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,48,1,4,4
"2740","HH2406",0,4,"2017-08-22","Yes","Yes","No","female","Yes",2,33,9,10,1.5,3,"Yes","No","No","No",3,1,"No","ctrl","c","c","b","Yes",NA,NA,"1","no","Inside","No",2,34,1,4,4
"2741","HH350",0,4,"2017-08-22","Yes","Yes","Yes","female","Yes",3,20,3,10,6,3,"Yes","No","No","Yes",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,44,1,4,4
"2742","HH607",0,5,"2017-08-22","Yes","Yes","Yes","couple","Yes",1,37,7,21,0.5,2,"Yes","No","No","Yes",3,3,"No","male","b","a","b","Yes",NA,NA,"1","no","Outside","No",2,32,1,4,4
"2743","HH864",0,4,"2017-08-22","Yes","Yes","No","male","Yes",4,60,7,10,4,8,"Yes","No","No","Yes",1,2,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,55,1,4,4
"2744","HH93",0,5,"2017-08-22","Yes","Yes","Yes","male","Yes",3,20,12,21,1,2,"Yes","No","No","No",3,7,"No","male","d","b","b","No","No",NA,NA,"no","Outside","No",2,18,1,4,4
"2745","FH3",1,16,"2017-08-22","Yes","Yes","Yes",NA,"Yes",1,68,8,15,0.75,2,"Yes","No","No","No",3,2,"No","female","b","c","b","No","No",NA,NA,"no","Outside","No",NA,NA,2,4,4
"2746","HH1049",0,9,"2017-08-22","Yes","Yes","No","female","Yes",2,24,7,17,1,3.5,"Yes","No","No","No",3,3,"Yes","female","a","c","c","Yes",NA,NA,"1","no","Outside","No",2,28,2,4,4
"2747","HH1306",0,9,"2017-08-22","Yes","Yes","No","couple","Yes",2,23,4,1,1,11,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,20,2,4,4
"2748","HH1563",0,16,"2017-08-22","Yes","Yes","No","male","Yes",3,30,5,15,2,4,"Yes","No","No","No",3,1,"Yes","couple","a","a","a","Yes",NA,NA,"2","no","Outside","No",2,24,2,4,4
"2749","HH1820",0,9,"2017-08-22","Yes","Yes","No","female","Yes",2,21,3,20,0.5,3,"Yes","No","No","No",3,1,"Yes","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",4,28,2,4,4
"2750","HH2077",0,9,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,56,10,5,3,10,"Yes","No","No","No",3,3,"No","couple","b","c","b","Yes",NA,NA,"1","yes","Outside","No",1,50,2,4,4
"2751","HH21",0,7,"2017-08-22","Yes","Yes","Yes","male","Yes",2,35,6,8,1.5,6,"Yes","No","No","Yes",2,2,"No","male","a","c","b","Yes",NA,NA,"2","yes","Outside","No",2,30,2,4,4
"2752","HH2334",0,9,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,27,8,3,1,3,"Yes","No","No","No",3,4,"No","ctrl","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,26,2,4,4
"2753","HH278",0,9,"2017-08-22","Yes","Yes","No","female","Yes",4,24,8,2,0.5,2,"Yes","No","No","No",3,4,"Yes","male","a","c","a","Yes",NA,NA,"1","yes","Outside","No",6,28,2,4,4
"2754","HH535",0,9,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,36,7,25,2,16,"Yes","No","No","No",3,1,"No","male","a","c","a","No","Yes","Yes","1","yes","Outside","No",2,35,2,4,4
"2755","HH792",0,7,"2017-08-22","Yes","Yes","No","male","Yes",2,31,7,3,0.5,3,"Yes","No","No","No",3,2,"No","female","b","c","c","Yes",NA,NA,"1","yes","Outside","No",3,23,2,4,4
"2756","FH29",1,11,"2017-08-22","Yes","Yes","No",NA,"Yes",3,50,6,10,1,1,"Yes","No","No","No",3,2,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,3,4,4
"2757","HH2594",0,14,"2017-08-23","Yes","Yes","Yes","male","Yes",2,53,9,8,2,3,"Yes","No","No","No",1,2,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,51,3,4,4
"2758","HH2679",0,14,"2017-08-23","Yes","Yes","No","female","Yes",3,23,4,9,0.400000005960464,0.5,"Yes","No","Yes","Yes",3,1,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,30,3,4,4
"2759","HH2764",0,11,"2017-08-23","Yes","Yes","Yes","couple","Yes",3,45,10,6,6,20,"Yes","No","No","No",3,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,42,3,4,4
"2760","HH2849",0,14,"2017-08-23","Yes","Yes","Yes","male","Yes",3,40,10,10,3,2,"Yes","No","Yes","Yes",3,2,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,30,3,4,4
"2761","HH2934",0,11,"2017-08-23","Yes","Yes","No","female","Yes",1,44,6,7,2,6,"Yes","No","Yes","Yes",3,3,"No","female","a","c","b","No","No",NA,NA,"yes","Outside","No",2,999,3,4,4
"2762","HH3019",0,11,"2017-08-23","Yes","Yes","Yes","couple","Yes",3,27,4,10,1,5,"Yes","No","No","No",3,2,"No","female","c","c","b","No","No",NA,NA,"yes","Outside","No",2,23,3,4,4
"2763","HH3104",0,11,"2017-08-23","Yes","Yes","Yes","male","Yes",3,30,3,2,1.5,5,"Yes","No","No","No",3,1,"No","couple","c","c","b","No","Yes","Yes","1","no","Outside","No",2,26,3,4,4
"2764","HH3189",0,14,"2017-08-23","Yes","Yes","Yes","female","Yes",2,26,8,9,0.5,0.600000023841858,"Yes","No","No","No",1,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,36,3,4,4
"2765","HH3274",0,14,"2017-08-23","Yes","Yes","No","couple","Yes",4,34,6,7,0.5,0.400000005960464,"Yes","No","No","No",3,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,26,3,4,4
"2766","FH2166",1,16,"2017-08-22","Yes","Yes","No",NA,"Yes",1,67,2,15,1,1,"Yes","No","No","No",3,2,"Yes","male","a","b","c","No","No",NA,NA,"yes","Outside","No",NA,NA,4,4,4
"2767","HH106",0,7,"2017-08-24","Yes","Yes","No","male","Yes",4,41,11,6,1.5,2,"No","No","No","No",3,4,"No","male","c","c","b","Yes",NA,NA,"1","no","Outside","No",2,27,4,4,4
"2768","HH1134",0,6,"2017-08-24","Yes","Yes","Yes","female","Yes",4,23,4,5,1,7,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",5,24,4,4,4
"2769","HH1391",0,6,"2017-08-24","Yes","Yes","No","couple","Yes",4,25,6,6,1,1.60000002384186,"Yes","No","No","No",3,2,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,23,4,4,4
"2770","HH1648",0,6,"2017-08-24","Yes","Yes","Yes","male","Yes",2,34,3,6,0.600000023841858,4.19999980926514,"Yes","No","No","No",3,1,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,23,4,4,4
"2771","HH1905",0,6,"2017-08-22","Yes","Yes","No","female","Yes",2,49,4,6,1,2,"Yes","No","No","No",3,3,"No","couple","a","c","b","No","No",NA,NA,"yes","Outside","Yes",2,45,4,4,4
"2772","HH2162",0,9,"2017-08-22","Yes","Yes","Yes","couple","Yes",3,49,12,20,2,0.5,"Yes","No","No","Yes",3,2,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,43,4,4,4
"2773","HH2419",0,6,"2017-08-24","Yes","Yes","Yes","male","Yes",2,60,13,8,1,3.20000004768372,"Yes","No","No","No",1,4,"No","ctrl","c","c","b","Yes",NA,NA,"1","no","Outside","No",2,48,4,4,4
"2774","HH363",0,5,"2017-08-22","Yes","Yes","No","female","Yes",2,38,14,25,0.5,0.400000005960464,"Yes","No","No","Yes",3,4,"No","male","c","a","b","No","No",NA,NA,"yes","Outside","Yes",2,41,4,4,4
"2775","HH620",0,6,"2017-08-24","Yes","Yes","No","couple","Yes",2,57,12,7,5,3,"No","No","No","No",3,6,"Yes","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,46,4,4,4
"2776","HH877",0,6,"2017-08-24","Yes","Yes","Yes","male","Yes",2,40,9,8,3,1.60000002384186,"Yes","No","No","No",3,3,"Yes","female","a","c","b","No","No",NA,NA,"no","Outside","No",1,35,4,4,4
"2777","FH39",1,16,"2017-08-22","Yes","Yes","No",NA,"Yes",1,56,1,8,2,7,"Yes","No","No","Yes",1,2,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,5,4,4
"2778","HH2648",0,16,"2017-08-22","Yes","Yes","Yes","male","Yes",2,28,8,0,0.5,4,"Yes","No","No","Yes",1,2,"Yes","male","c","b","b","Yes",NA,NA,"1","yes","Outside","No",2,23,5,4,4
"2779","HH2733",0,9,"2017-08-22","Yes","Yes","No","female","Yes",2,45,9,1,1,4,"Yes","No","No","No",3,3,"No","male","a","c","b","No","Yes","Yes","1","no","Outside","No",2,52,5,4,4
"2780","HH2818",0,9,"2017-08-22","Yes","Yes","No","couple","Yes",2,52,17,10,2.5,5,"Yes","No","No","No",3,4,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,43,5,4,4
"2781","HH2903",0,7,"2017-08-22","Yes","Yes","No","male","Yes",5,26,4,10,0.5,2,"No","No","No","No",1,1,"No","female","c","c","b","Yes",NA,NA,"1","no","Outside","No",4,23,5,4,4
"2782","HH2988",0,4,"2017-08-22","Yes","Yes","No","female","Yes",2,38,3,11,0.5,2,"No","No","No","No",3,1,"No","female","a","c","b","No","Yes","Yes","1","no","Outside","No",2,50,5,4,4
"2783","HH3073",0,5,"2017-08-22","Yes","Yes","No","couple","Yes",2,44,9,1,4,10,"Yes","No","Yes","Yes",3,4,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,29,5,4,4
"2784","HH3158",0,5,"2017-08-22","Yes","Yes","No","male","Yes",3,55,10,1,1,3,"Yes","No","No","Yes",3,3,"Yes","couple","a","b","b","Yes",NA,NA,"1","yes","Outside","No",2,37,5,4,4
"2785","HH3243",0,4,"2017-08-22","Yes","Yes","No","female","Yes",2,23,4,25,2,10,"Yes","Yes","No","No",2,1,"No","couple","a","c","b","No","Yes","Yes","1","no","Outside","No",2,25,5,4,4
"2786","HH3328",0,6,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,42,8,15,2,8,"No","Yes","No","Yes",1,3,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",5,34,5,4,4
"2787","FH9",1,16,"2017-08-22","Yes","Yes","No",NA,"Yes",1,60,2,1,0.5,1,"Yes","No","No","No",3,1,"No","male","a","c","b","No","No",NA,NA,"no","Outside","No",NA,NA,6,4,4
"2788","HH1095",0,5,"2017-08-22","Yes","Yes","Yes","female","Yes",2,20,4,3,0.5,1,"Yes","No","No","Yes",3,1,"No","female","b","a","b","No","No",NA,NA,"no","Outside","No",2,34,6,4,4
"2789","HH1352",0,9,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,32,6,17,1,0.5,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,32,6,4,4
"2790","HH1609",0,5,"2017-08-22","Yes","Yes","No","male","Yes",3,40,5,6,0.5,0.5,"Yes","No","No","Yes",1,4,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,38,6,4,4
"2791","HH1866",0,9,"2017-08-22","Yes","Yes","No","female","Yes",2,40,10,6,2,2,"Yes","No","No","No",2,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,50,6,4,4
"2792","HH2123",0,5,"2017-08-22","Yes","Yes","No","couple","Yes",3,47,5,4,2,2,"Yes","No","No","Yes",3,3,"No","couple","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,39,6,4,4
"2793","HH2380",0,9,"2017-08-22","Yes","Yes","Yes","male","Yes",4,30,12,5,0.5,0.5,"Yes","No","No","Yes",1,4,"No","ctrl","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,29,6,4,4
"2794","HH324",0,5,"2017-08-22","Yes","Yes","Yes","female","Yes",1,24,4,2,0.5,2.5,"Yes","No","No","Yes",3,2,"No","male","d","a","b","No","No",NA,NA,"yes","Outside","No",1,30,6,4,4
"2795","HH581",0,5,"2017-08-22","Yes","Yes","No","couple","Yes",4,49,13,5,0.5,3,"Yes","No","No","No",3,4,"No","male","a","c","b","No","No",NA,NA,"yes","Inside","No",2,35,6,4,4
"2796","HH67",0,9,"2017-08-22","Yes","Yes","No","male","Yes",3,44,6,17,2,10,"Yes","No","No","Yes",1,3,"Yes","male","d","c","a","Yes",NA,NA,"1","no","Outside","No",4,34,6,4,4
"2797","HH838",0,6,"2017-08-22","Yes","Yes","No","male","Yes",4,59,12,0,2,3,"Yes","No","No","No",1,6,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,48,6,4,4
"2798","FH37",1,16,"2017-08-22","Yes","Yes","No",NA,"Yes",1,56,6,15,1,0.200000002980232,"Yes","No","No","No",3,1,"No","female","c","b","b","No","No",NA,NA,"yes","Outside","No",NA,NA,7,4,4
"2799","HH2641",0,9,"2017-08-22","Yes","Yes","Yes","male","Yes",2,72,4,18,1.5,1,"Yes","No","No","No",1,2,"No","male","d","c","b","No","No",NA,NA,"yes","Outside","No",1,45,7,4,4
"2800","HH2726",0,4,"2017-08-24","Yes","Yes","No","female","Yes",2,52,10,1,1,4,"Yes","No","No","No",1,2,"No","male","a","c","a","Yes",NA,NA,"1","yes","Inside","No",4,52,7,4,4
"2801","HH2811",0,4,"2017-08-24","Yes","Yes","Yes","couple","Yes",4,30,6,2,2,2,"Yes","No","No","No",3,3,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",4,29,7,4,4
"2802","HH2896",0,9,"2017-08-22","Yes","Yes","Yes","male","Yes",2,64,10,16,1,2,"No","No","No","No",3,3,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,53,7,4,4
"2803","HH2981",0,7,"2017-08-24","Yes","Yes","No","female","Yes",2,42,13,10,1,2,"Yes","No","No","No",3,5,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,56,7,4,4
"2804","HH3066",0,16,"2017-08-22","Yes","Yes","No","couple","Yes",2,47,9,20,6,15,"No","Yes","No","Yes",1,2,"Yes","female","b","c","b","No","Yes","Yes","1","yes","Outside","No",2,40,7,4,4
"2805","HH3151",0,6,"2017-08-24","Yes","Yes","Yes","male","Yes",2,33,7,3,2.70000004768372,4,"Yes","No","No","No",3,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,25,7,4,4
"2806","HH3236",0,5,"2017-08-22","Yes","Yes","No","female","Yes",1,37,9,20,0.5,0.200000002980232,"No","No","No","No",3,2,"No","couple","d","d","b","No","No",NA,NA,"yes","Outside","No",2,999,7,4,4
"2807","HH3321",0,6,"2017-08-24","Yes","Yes","Yes","couple","Yes",2,33,9,6,1.79999995231628,8.60000038146973,"Yes","No","No","No",3,2,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,31,7,4,4
"2808","FH22",1,13,"2017-08-22","Yes","Yes","No",NA,"Yes",1,43,10,6,1,3,"Yes","No","No","No",1,3,"No","female","c","c","b","No","No",NA,NA,"yes","Outside","No",NA,NA,8,4,4
"2809","HH1241",0,10,"2017-08-23","Yes","Yes","Yes","female","Yes",3,29,7,12,2,8,"Yes","No","No","No",3,2,"No","female","a","c","b","No","No",NA,NA,"yes","Outside","No",2,29,8,4,4
"2810","HH1498",0,13,"2017-08-22","Yes","Yes","Yes","couple","Yes",1,29,5,6,1,8,"Yes","No","No","No",3,1,"No","female","c","c","b","Yes",NA,NA,"1","yes","Outside","No",1,28,8,4,4
"2811","HH1755",0,10,"2017-08-23","Yes","Yes","Yes","male","Yes",2,27,5,12,1,3,"Yes","No","No","No",3,2,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,25,8,4,4
"2812","HH2012",0,13,"2017-08-22","Yes","Yes","No","female","Yes",2,55,15,6,0.5,0.600000023841858,"Yes","No","No","No",3,5,"Yes","couple","c","c","b","Yes",NA,NA,"1","yes","Outside","No",3,58,8,4,4
"2813","HH213",0,10,"2017-08-23","Yes","Yes","No","male","Yes",1,58,6,16,1.5,1,"Yes","No","No","Yes",2,2,"Yes","male","a","c","b","No","No",NA,NA,"yes","Outside","No",1,48,8,4,4
"2814","HH2269",0,10,"2017-08-24","Yes","Yes","Yes","couple","Yes",2,45,9,18,1,4,"Yes","No","No","No",1,3,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,35,8,4,4
"2815","HH2526",0,13,"2017-08-22","Yes","Yes","No","couple","Yes",4,46,7,1,1,4,"Yes","No","No","Yes",3,2,"No","ctrl","c","c","b","Yes",NA,NA,"1","no","Outside","No",2,39,8,4,4
"2816","HH470",0,13,"2017-08-22","Yes","Yes","No","female","Yes",1,49,13,10,1,3,"Yes","No","No","No",3,2,"No","male","c","c","b","No","No",NA,NA,"no","Outside","No",2,999,8,4,4
"2817","HH727",0,10,"2017-08-23","Yes","Yes","No","couple","Yes",2,26,3,14,1,4,"Yes","No","No","No",4,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,17,8,4,4
"2818","HH984",0,13,"2017-08-22","Yes","Yes","No","male","Yes",4,43,9,6,4,17,"Yes","No","Yes","Yes",1,2,"Yes","female","c","c","a","Yes",NA,NA,"1","no","Outside","No",3,32,8,4,4
"2819","FH35",1,11,"2017-08-22","Yes","Yes","No",NA,"Yes",1,57,3,12,1,3,"Yes","No","No","No",3,2,"No","female","a","c","b","No","Yes","Yes","1","yes","Outside","No",NA,NA,9,4,4
"2820","HH2620",0,14,"2017-08-23","Yes","Yes","No","male","Yes",4,43,11,8,1,12,"Yes","No","Yes","No",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,35,9,4,4
"2821","HH2705",0,11,"2017-08-22","Yes","Yes","No","female","Yes",2,39,6,7,4,4,"Yes","No","No","No",1,4,"No","male","c","c","b","Yes",NA,NA,"1","no","Outside","No",4,52,9,4,4
"2822","HH2790",0,14,"2017-08-23","Yes","Yes","No","couple","Yes",2,57,8,5,1,3,"Yes","No","No","No",3,1,"Yes","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,38,9,4,4
"2823","HH2875",0,2,"2017-08-23","Yes","Yes","Yes","male","Yes",1,28,7,5,1,3,"Yes","No","Yes","Yes",3,1,"Yes","female","a","c","b","No","Yes","Yes","1","no","Inside","Yes",1,26,9,4,4
"2824","HH2960",0,2,"2017-08-23","Yes","Yes","No","female","Yes",3,30,4,5,1,9,"Yes","No","Yes","No",4,1,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Inside","No",5,37,9,4,4
"2825","HH3045",0,2,"2017-08-23","Yes","Yes","No","couple","Yes",4,53,12,3,3,3,"Yes","No","No","No",3,5,"No","female","a","c","b","Yes",NA,NA,"1","no","Inside","No",2,40,9,4,4
"2826","HH3130",0,3,"2017-08-23","Yes","Yes","Yes","male","Yes",2,32,4,4,1,3,"Yes","No","No","No",3,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Inside","No",2,22,9,4,4
"2827","HH3215",0,2,"2017-08-23","Yes","Yes","No","female","Yes",5,30,6,2,1,1.5,"Yes","No","No","No",3,1,"Yes","couple","a","c","b","Yes",NA,NA,"1","no","Inside","No",2,39,9,4,4
"2828","HH3300",0,2,"2017-08-23","Yes","Yes","Yes","couple","Yes",1,30,5,5,1,4,"Yes","No","No","No",3,1,"No","couple","a","b","a","No","No",NA,NA,"yes","Inside","No",1,29,9,4,4
"2829","FH30",1,16,"2017-08-22","Yes","Yes","No",NA,"Yes",1,60,2,20,1.5,1.5,"Yes","No","No","No",1,1,"Yes","male","a","a","b","No","No",NA,NA,"yes","Outside","No",NA,NA,10,4,4
"2830","HH2596",0,4,"2017-08-22","Yes","Yes","No","male","Yes",3,65,9,11,1,4,"Yes","No","No","No",3,3,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",3,52,10,4,4
"2831","HH2681",0,7,"2017-08-22","Yes","Yes","No","female","Yes",2,41,13,5,1,8,"Yes","No","No","Yes",1,5,"No","male","a","b","b","Yes",NA,NA,"1","no","Outside","No",3,45,10,4,4
"2832","HH2766",0,7,"2017-08-22","Yes","Yes","No","couple","Yes",2,35,6,5,0.5,2,"Yes","No","No","No",3,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Inside","No",2,29,10,4,4
"2833","HH2851",0,5,"2017-08-22","Yes","Yes","Yes","male","Yes",5,24,5,2,1,2,"Yes","No","Yes","Yes",3,2,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,22,10,4,4
"2834","HH2936",0,4,"2017-08-22","Yes","Yes","No","female","Yes",1,38,11,11,2,10,"Yes","No","No","No",1,5,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","Yes",2,38,10,4,4
"2835","HH3021",0,4,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,67,8,3,2,6,"Yes","No","No","No",1,3,"Yes","female","a","c","a","Yes",NA,NA,"1","no","Outside","Yes",1,57,10,4,4
"2836","HH3106",0,7,"2017-08-22","Yes","Yes","No","male","Yes",3,41,7,5,1,3,"Yes","No","No","Yes",1,2,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",2,36,10,4,4
"2837","HH3191",0,7,"2017-08-22","Yes","Yes","No","female","Yes",4,45,9,5,5,8,"Yes","No","No","No",1,3,"Yes","couple","a","b","b","Yes",NA,NA,"1","yes","Outside","No",5,46,10,4,4
"2838","HH3276",0,4,"2017-08-22","Yes","Yes","No","couple","Yes",1,36,7,2,1.5,8,"Yes","No","No","No",3,3,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","Yes",1,28,10,4,4
"2839","FH110",1,16,"2017-08-22","Yes","Yes","No",NA,"Yes",1,999,3,0,1,0.100000001490116,"Yes","No","No","No",1,1,"No","male","b","b","b","No","No",NA,NA,"no","Outside","No",NA,NA,11,4,4
"2840","HH1033",0,6,"2017-08-22","Yes","Yes","No","female","Yes",2,23,5,12,1,3,"No","No","No","Yes",3,2,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","Yes",3,40,11,4,4
"2841","HH1290",0,16,"2017-08-22","Yes","Yes","No","couple","Yes",1,38,9,0,2,3,"Yes","No","No","No",1,3,"Yes","female","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,38,11,4,4
"2842","HH1547",0,6,"2017-08-22","Yes","Yes","No","male","Yes",2,51,8,12,1.5,2.5,"Yes","No","No","Yes",1,2,"Yes","couple","a","c","a","No","Yes","Yes","1","yes","Outside","No",2,49,11,4,4
"2843","HH1804",0,6,"2017-08-22","Yes","Yes","No","female","Yes",5,27,5,17,1,10,"Yes","No","No","No",1,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","no","Outside","Yes",2,41,11,4,4
"2844","HH2061",0,6,"2017-08-22","Yes","Yes","No","couple","Yes",1,47,10,15,1,3,"Yes","No","No","No",1,4,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","Yes",2,41,11,4,4
"2845","HH2318",0,16,"2017-08-22","Yes","Yes","Yes","male","Yes",2,31,4,0,1.5,6,"Yes","No","No","No",3,1,"Yes","ctrl","b","c","a","No","No",NA,NA,"no","Outside","No",4,19,11,4,4
"2846","HH262",0,6,"2017-08-22","Yes","Yes","No","female","Yes",2,25,7,13,3,1.5,"Yes","No","No","Yes",3,1,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","Yes",3,27,11,4,4
"2847","HH5",0,6,"2017-08-22","Yes","Yes","No","male","Yes",2,48,4,17,1.5,5,"Yes","No","No","Yes",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,39,11,4,4
"2848","HH519",0,16,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,54,8,0,2,4,"Yes","No","No","No",1,2,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,48,11,4,4
"2849","HH776",0,6,"2017-08-22","Yes","Yes","No","male","Yes",3,32,8,12,1,1,"No","No","No","Yes",3,2,"No","female","b","c","b","Yes",NA,NA,"1","yes","Outside","Yes",3,29,11,4,4
"2850","FH2176",1,13,"2017-08-11","Yes","Yes","Yes",NA,"Yes",4,64,7,8,0.5,2,"Yes","No","No","No",1,2,"No","female","b","b","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,1,1,5
"2851","HH1212",0,13,"2017-08-11","Yes","Yes","No","female","Yes",1,20,3,9,0.5,1,"Yes","No","No","No",2,1,"No","female","c","c","b","No","Yes","Yes","1","no","Outside","No",2,26,1,1,5
